Team,Game ID,Type,Inning,Score
Dodgers,748038,Offensive,2,0
Dodgers,748038,Offensive,3,0
Dodgers,748038,Offensive,4,0
Dodgers,748038,Offensive,5,1
Dodgers,748038,Offensive,6,0
Dodgers,748038,Offensive,7,3
Dodgers,748038,Offensive,8,2
Dodgers,748038,Offensive,9,0
Reds,748042,Offensive,1,1
Reds,748042,Offensive,2,0
Reds,748042,Offensive,3,0
Reds,748042,Offensive,4,1
Reds,748042,Offensive,5,0
Reds,748042,Offensive,6,2
Reds,748042,Offensive,7,0
Reds,748042,Offensive,8,0
Reds,748042,Offensive,9,3
D-backs,748042,Offensive,1,1
D-backs,748042,Offensive,2,2
D-backs,748042,Offensive,3,0
D-backs,748042,Offensive,4,0
D-backs,748042,Offensive,5,0
D-backs,748042,Offensive,6,0
D-backs,748042,Offensive,7,0
D-backs,748042,Offensive,8,2
D-backs,748042,Offensive,9,0
White Sox,748035,Offensive,1,0
White Sox,748035,Offensive,2,0
White Sox,748035,Offensive,3,0
White Sox,748035,Offensive,4,0
White Sox,748035,Offensive,5,1
White Sox,748035,Offensive,6,0
White Sox,748035,Offensive,7,0
White Sox,748035,Offensive,8,0
White Sox,748035,Offensive,9,0
Padres,748035,Offensive,1,1
Padres,748035,Offensive,2,0
Padres,748035,Offensive,3,0
Padres,748035,Offensive,4,0
Padres,748035,Offensive,5,0
Padres,748035,Offensive,6,0
Padres,748035,Offensive,7,0
Padres,748035,Offensive,8,0
Padres,748035,Offensive,9,0
Mariners,748040,Offensive,1,1
Mariners,748040,Offensive,2,4
Mariners,748040,Offensive,3,0
Mariners,748040,Offensive,4,1
Mariners,748040,Offensive,5,0
Mariners,748040,Offensive,6,0
Mariners,748040,Offensive,7,1
Mariners,748040,Offensive,8,0
Mariners,748040,Offensive,9,0
Brewers,748040,Offensive,1,0
Brewers,748040,Offensive,2,0
Brewers,748040,Offensive,3,0
Brewers,748040,Offensive,4,0
Brewers,748040,Offensive,5,3
Brewers,748040,Offensive,6,0
Brewers,748040,Offensive,7,2
Brewers,748040,Offensive,8,0
Brewers,748040,Offensive,9,0
Brewers,761561,Offensive,1,0
Brewers,761561,Offensive,2,0
Brewers,761561,Offensive,3,1
Brewers,761561,Offensive,4,0
Brewers,761561,Offensive,5,0
Brewers,761561,Offensive,6,0
Brewers,761561,Offensive,7,1
Brewers,761561,Offensive,8,0
Brewers,761561,Offensive,9,0
Athletics,761561,Offensive,1,0
Athletics,761561,Offensive,2,0
Athletics,761561,Offensive,3,2
Athletics,761561,Offensive,4,1
Athletics,761561,Offensive,5,0
Athletics,761561,Offensive,6,0
Athletics,761561,Offensive,7,0
Athletics,761561,Offensive,8,1
Athletics,761561,Offensive,9,0
Red Sox,748051,Offensive,1,2
Red Sox,748051,Offensive,2,0
Red Sox,748051,Offensive,3,1
Red Sox,748051,Offensive,4,0
Red Sox,748051,Offensive,5,0
Red Sox,748051,Offensive,6,1
Red Sox,748051,Offensive,7,0
Red Sox,748051,Offensive,8,0
Red Sox,748051,Offensive,9,0
Rays,748051,Offensive,1,0
Rays,748051,Offensive,2,0
Rays,748051,Offensive,3,0
Rays,748051,Offensive,4,0
Rays,748051,Offensive,5,0
Rays,748051,Offensive,6,0
Rays,748051,Offensive,7,0
Rays,748051,Offensive,8,0
Rays,748051,Offensive,9,0
Marlins,748044,Offensive,1,0
Marlins,748044,Offensive,2,1
Marlins,748044,Offensive,3,0
Marlins,748044,Offensive,4,2
Marlins,748044,Offensive,5,0
Marlins,748044,Offensive,6,0
Marlins,748044,Offensive,7,0
Marlins,748044,Offensive,8,1
Marlins,748044,Offensive,9,0
Nationals,748044,Offensive,1,0
Nationals,748044,Offensive,2,0
Nationals,748044,Offensive,3,0
Nationals,748044,Offensive,4,0
Nationals,748044,Offensive,5,0
Nationals,748044,Offensive,6,0
Nationals,748044,Offensive,7,1
Nationals,748044,Offensive,8,0
Nationals,748044,Offensive,9,0
Rays,748034,Offensive,1,0
Rays,748034,Offensive,2,0
Rays,748034,Offensive,3,2
Rays,748034,Offensive,4,1
Rays,748034,Offensive,5,0
Rays,748034,Offensive,6,2
Rays,748034,Offensive,7,1
Rays,748034,Offensive,8,0
Rays,748034,Offensive,9,0
Red Sox,748034,Offensive,1,0
Red Sox,748034,Offensive,2,0
Red Sox,748034,Offensive,3,0
Red Sox,748034,Offensive,4,1
Red Sox,748034,Offensive,5,1
Red Sox,748034,Offensive,6,5
Red Sox,748034,Offensive,7,0
Red Sox,748034,Offensive,8,0
Red Sox,748034,Offensive,9,0
Blue Jays,748030,Offensive,1,0
Blue Jays,748030,Offensive,2,0
Blue Jays,748030,Offensive,3,3
Blue Jays,748030,Offensive,4,2
Blue Jays,748030,Offensive,5,0
Blue Jays,748030,Offensive,6,1
Blue Jays,748030,Offensive,7,0
Blue Jays,748030,Offensive,8,0
Blue Jays,748030,Offensive,9,0
Orioles,748030,Offensive,1,1
Orioles,748030,Offensive,2,0
Orioles,748030,Offensive,3,2
Orioles,748030,Offensive,4,1
Orioles,748030,Offensive,5,0
Orioles,748030,Offensive,6,1
Orioles,748030,Offensive,7,1
Orioles,748030,Offensive,8,0
Orioles,748030,Offensive,9,0
Nationals,748032,Offensive,1,0
Nationals,748032,Offensive,2,1
Nationals,748032,Offensive,3,0
Nationals,748032,Offensive,4,3
Nationals,748032,Offensive,5,0
Nationals,748032,Offensive,6,2
Nationals,748032,Offensive,7,0
Nationals,748032,Offensive,8,0
Nationals,748032,Offensive,9,1
Twins,748032,Offensive,1,0
Twins,748032,Offensive,2,0
Twins,748032,Offensive,3,0
Twins,748032,Offensive,4,2
Twins,748032,Offensive,5,0
Twins,748032,Offensive,6,0
Twins,748032,Offensive,7,1
Twins,748032,Offensive,8,0
Twins,748032,Offensive,9,0
Phillies,748031,Offensive,1,0
Phillies,748031,Offensive,2,0
Phillies,748031,Offensive,3,1
Phillies,748031,Offensive,4,4
Phillies,748031,Offensive,5,0
Phillies,748031,Offensive,6,2
Phillies,748031,Offensive,7,0
Phillies,748031,Offensive,8,0
Phillies,748031,Offensive,9,2
Pirates,748031,Offensive,1,2
Pirates,748031,Offensive,2,3
Pirates,748031,Offensive,3,0
Pirates,748031,Offensive,4,0
Pirates,748031,Offensive,5,0
Pirates,748031,Offensive,6,2
Pirates,748031,Offensive,7,0
Pirates,748031,Offensive,8,0
Pirates,748031,Offensive,9,0
Marlins,748028,Offensive,1,0
Marlins,748028,Offensive,2,1
Marlins,748028,Offensive,3,0
Marlins,748028,Offensive,4,0
Marlins,748028,Offensive,5,0
Marlins,748028,Offensive,6,2
Marlins,748028,Offensive,7,0
Marlins,748028,Offensive,8,0
Marlins,748028,Offensive,9,0
Astros,748028,Offensive,1,0
Astros,748028,Offensive,2,0
Astros,748028,Offensive,3,0
Astros,748028,Offensive,4,0
Astros,748028,Offensive,5,0
Astros,748028,Offensive,6,0
Astros,748028,Offensive,7,0
Astros,748028,Offensive,8,0
Astros,748028,Offensive,9,0
Braves,748029,Offensive,1,4
Braves,748029,Offensive,2,0
Braves,748029,Offensive,3,0
Braves,748029,Offensive,4,2
Braves,748029,Offensive,5,0
Braves,748029,Offensive,6,0
Braves,748029,Offensive,7,1
Braves,748029,Offensive,8,0
Braves,748029,Offensive,9,1
Yankees,748029,Offensive,1,0
Yankees,748029,Offensive,2,2
Yankees,748029,Offensive,3,0
Yankees,748029,Offensive,4,5
Yankees,748029,Offensive,5,1
Yankees,748029,Offensive,6,0
Yankees,748029,Offensive,7,1
Yankees,748029,Offensive,8,0
Yankees,748029,Offensive,9,0
Orioles,748036,Offensive,1,5
Orioles,748036,Offensive,2,1
Orioles,748036,Offensive,3,0
Orioles,748036,Offensive,4,3
Orioles,748036,Offensive,5,1
Orioles,748036,Offensive,6,1
Orioles,748036,Offensive,7,0
Orioles,748036,Offensive,8,0
Orioles,748036,Offensive,9,0
Blue Jays,748036,Offensive,1,3
Blue Jays,748036,Offensive,2,0
Blue Jays,748036,Offensive,3,0
Blue Jays,748036,Offensive,4,0
Blue Jays,748036,Offensive,5,0
Blue Jays,748036,Offensive,6,3
Blue Jays,748036,Offensive,7,0
Blue Jays,748036,Offensive,8,0
Blue Jays,748036,Offensive,9,0
Tigers,748037,Offensive,1,0
Tigers,748037,Offensive,2,0
Tigers,748037,Offensive,3,0
Tigers,748037,Offensive,4,0
Tigers,748037,Offensive,5,0
Tigers,748037,Offensive,6,0
Tigers,748037,Offensive,7,1
Tigers,748037,Offensive,8,2
Tigers,748037,Offensive,9,0
Mets,748037,Offensive,1,0
Mets,748037,Offensive,2,1
Mets,748037,Offensive,3,0
Mets,748037,Offensive,4,0
Mets,748037,Offensive,5,0
Mets,748037,Offensive,6,0
Mets,748037,Offensive,7,0
Mets,748037,Offensive,8,0
Mets,748037,Offensive,9,1
Cardinals,748033,Offensive,1,1
Cardinals,748033,Offensive,2,1
Cardinals,748033,Offensive,3,2
Cardinals,748033,Offensive,4,2
Cardinals,748033,Offensive,5,1
Cardinals,748033,Offensive,6,0
Cardinals,748033,Offensive,7,2
Cardinals,748033,Offensive,8,3
Cardinals,748033,Offensive,9,0
Marlins,748033,Offensive,1,1
Marlins,748033,Offensive,2,0
Marlins,748033,Offensive,3,4
Marlins,748033,Offensive,4,0
Marlins,748033,Offensive,5,0
Marlins,748033,Offensive,6,0
Marlins,748033,Offensive,7,1
Marlins,748033,Offensive,8,0
Marlins,748033,Offensive,9,2
Guardians,748025,Offensive,1,0
Guardians,748025,Offensive,2,0
Guardians,748025,Offensive,3,0
Guardians,748025,Offensive,4,0
Guardians,748025,Offensive,5,0
Guardians,748025,Offensive,6,0
Guardians,748025,Offensive,7,0
Guardians,748025,Offensive,8,2
Guardians,748025,Offensive,9,1
Reds,748025,Offensive,1,2
Reds,748025,Offensive,2,0
Reds,748025,Offensive,3,0
Reds,748025,Offensive,4,3
Reds,748025,Offensive,5,0
Reds,748025,Offensive,6,0
Reds,748025,Offensive,7,0
Reds,748025,Offensive,8,0
Reds,748025,Offensive,9,0
D-backs,748027,Offensive,1,0
D-backs,748027,Offensive,2,0
D-backs,748027,Offensive,3,0
D-backs,748027,Offensive,4,0
D-backs,748027,Offensive,5,1
D-backs,748027,Offensive,6,0
D-backs,748027,Offensive,7,0
D-backs,748027,Offensive,8,0
D-backs,748027,Offensive,9,0
Dodgers,748027,Offensive,1,7
Dodgers,748027,Offensive,2,0
Dodgers,748027,Offensive,3,0
Dodgers,748027,Offensive,4,1
Dodgers,748027,Offensive,5,1
Dodgers,748027,Offensive,6,2
Dodgers,748027,Offensive,7,0
Dodgers,748027,Offensive,8,1
Dodgers,748027,Offensive,9,0
Royals,748023,Offensive,1,0
Royals,748023,Offensive,2,3
Royals,748023,Offensive,3,0
Royals,748023,Offensive,4,0
Royals,748023,Offensive,5,0
Royals,748023,Offensive,6,0
Royals,748023,Offensive,7,0
Royals,748023,Offensive,8,0
Royals,748023,Offensive,9,0
Athletics,748023,Offensive,1,0
Athletics,748023,Offensive,2,3
Athletics,748023,Offensive,3,3
Athletics,748023,Offensive,4,0
Athletics,748023,Offensive,5,0
Athletics,748023,Offensive,6,0
Athletics,748023,Offensive,7,0
Athletics,748023,Offensive,8,0
Athletics,748023,Offensive,9,0
Cubs,748026,Offensive,1,1
Cubs,748026,Offensive,2,0
Cubs,748026,Offensive,3,0
Cubs,748026,Offensive,4,0
Cubs,748026,Offensive,5,0
Cubs,748026,Offensive,6,1
Cubs,748026,Offensive,7,1
Cubs,748026,Offensive,8,2
Cubs,748026,Offensive,9,0
Rangers,748026,Offensive,1,0
Rangers,748026,Offensive,2,0
Rangers,748026,Offensive,3,0
Rangers,748026,Offensive,4,0
Rangers,748026,Offensive,5,0
Rangers,748026,Offensive,6,1
Rangers,748026,Offensive,7,0
Rangers,748026,Offensive,8,0
Rangers,748026,Offensive,9,0
White Sox,748021,Offensive,1,0
White Sox,748021,Offensive,2,0
White Sox,748021,Offensive,3,0
White Sox,748021,Offensive,4,1
White Sox,748021,Offensive,5,0
White Sox,748021,Offensive,6,2
White Sox,748021,Offensive,7,0
White Sox,748021,Offensive,8,0
White Sox,748021,Offensive,9,1
Giants,748021,Offensive,1,0
Giants,748021,Offensive,2,0
Giants,748021,Offensive,3,0
Giants,748021,Offensive,4,2
Giants,748021,Offensive,5,0
Giants,748021,Offensive,6,0
Giants,748021,Offensive,7,2
Giants,748021,Offensive,8,0
Giants,748021,Offensive,9,1
Padres,748022,Offensive,1,1
Padres,748022,Offensive,2,0
Padres,748022,Offensive,3,0
Padres,748022,Offensive,4,0
Padres,748022,Offensive,5,0
Padres,748022,Offensive,6,3
Padres,748022,Offensive,7,0
Padres,748022,Offensive,8,0
Padres,748022,Offensive,9,0
Angels,748022,Offensive,1,0
Angels,748022,Offensive,2,0
Angels,748022,Offensive,3,0
Angels,748022,Offensive,4,0
Angels,748022,Offensive,5,0
Angels,748022,Offensive,6,5
Angels,748022,Offensive,7,0
Angels,748022,Offensive,8,0
Angels,748022,Offensive,9,0
Giants,748024,Offensive,1,0
Giants,748024,Offensive,2,2
Giants,748024,Offensive,3,0
Giants,748024,Offensive,4,0
Giants,748024,Offensive,5,0
Giants,748024,Offensive,6,0
Giants,748024,Offensive,7,0
Giants,748024,Offensive,8,0
Giants,748024,Offensive,9,1
Mariners,748024,Offensive,1,2
Mariners,748024,Offensive,2,4
Mariners,748024,Offensive,3,0
Mariners,748024,Offensive,4,1
Mariners,748024,Offensive,5,0
Mariners,748024,Offensive,6,0
Mariners,748024,Offensive,7,0
Mariners,748024,Offensive,8,1
Mariners,748024,Offensive,9,0
Brewers,748020,Offensive,1,1
Brewers,748020,Offensive,2,0
Brewers,748020,Offensive,3,0
Brewers,748020,Offensive,4,0
Brewers,748020,Offensive,5,0
Brewers,748020,Offensive,6,0
Brewers,748020,Offensive,7,0
Brewers,748020,Offensive,8,0
Brewers,748020,Offensive,9,0
Rockies,748020,Offensive,1,0
Rockies,748020,Offensive,2,0
Rockies,748020,Offensive,3,0
Rockies,748020,Offensive,4,0
Rockies,748020,Offensive,5,0
Rockies,748020,Offensive,6,1
Rockies,748020,Offensive,7,2
Rockies,748020,Offensive,8,0
Rockies,748020,Offensive,9,0
Tigers,748019,Offensive,1,0
Tigers,748019,Offensive,2,0
Tigers,748019,Offensive,3,0
Tigers,748019,Offensive,4,1
Tigers,748019,Offensive,5,0
Tigers,748019,Offensive,6,0
Tigers,748019,Offensive,7,0
Tigers,748019,Offensive,8,4
Tigers,748019,Offensive,9,0
Astros,748019,Offensive,1,0
Astros,748019,Offensive,2,0
Astros,748019,Offensive,3,1
Astros,748019,Offensive,4,0
Astros,748019,Offensive,5,1
Astros,748019,Offensive,6,0
Astros,748019,Offensive,7,0
Astros,748019,Offensive,8,1
Astros,748019,Offensive,9,0
Pirates,748015,Offensive,1,0
Pirates,748015,Offensive,2,0
Pirates,748015,Offensive,3,0
Pirates,748015,Offensive,4,0
Pirates,748015,Offensive,5,0
Pirates,748015,Offensive,6,0
Pirates,748015,Offensive,7,0
Pirates,748015,Offensive,8,0
Pirates,748015,Offensive,9,0
Red Sox,748015,Offensive,1,0
Red Sox,748015,Offensive,2,0
Red Sox,748015,Offensive,3,0
Red Sox,748015,Offensive,4,0
Red Sox,748015,Offensive,5,0
Red Sox,748015,Offensive,6,0
Red Sox,748015,Offensive,7,1
Red Sox,748015,Offensive,8,0
Red Sox,748015,Offensive,9,0
Nationals,748017,Offensive,1,0
Nationals,748017,Offensive,2,0
Nationals,748017,Offensive,3,1
Nationals,748017,Offensive,4,0
Nationals,748017,Offensive,5,0
Nationals,748017,Offensive,6,1
Nationals,748017,Offensive,7,4
Nationals,748017,Offensive,8,5
Nationals,748017,Offensive,9,0
Cardinals,748017,Offensive,1,2
Cardinals,748017,Offensive,2,1
Cardinals,748017,Offensive,3,0
Cardinals,748017,Offensive,4,1
Cardinals,748017,Offensive,5,0
Cardinals,748017,Offensive,6,0
Cardinals,748017,Offensive,7,0
Cardinals,748017,Offensive,8,0
Cardinals,748017,Offensive,9,0
Blue Jays,748013,Offensive,1,1
Blue Jays,748013,Offensive,2,2
Blue Jays,748013,Offensive,3,3
Blue Jays,748013,Offensive,4,2
Blue Jays,748013,Offensive,5,0
Blue Jays,748013,Offensive,6,1
Blue Jays,748013,Offensive,7,0
Blue Jays,748013,Offensive,8,0
Blue Jays,748013,Offensive,9,0
Rays,748013,Offensive,1,0
Rays,748013,Offensive,2,0
Rays,748013,Offensive,3,2
Rays,748013,Offensive,4,0
Rays,748013,Offensive,5,0
Rays,748013,Offensive,6,0
Rays,748013,Offensive,7,0
Rays,748013,Offensive,8,0
Rays,748013,Offensive,9,0
Twins,748014,Offensive,1,0
Twins,748014,Offensive,2,0
Twins,748014,Offensive,3,0
Twins,748014,Offensive,4,0
Twins,748014,Offensive,5,0
Twins,748014,Offensive,6,0
Twins,748014,Offensive,7,0
Twins,748014,Offensive,8,0
Twins,748014,Offensive,9,0
Braves,748014,Offensive,1,1
Braves,748014,Offensive,2,0
Braves,748014,Offensive,3,0
Braves,748014,Offensive,4,0
Braves,748014,Offensive,5,0
Braves,748014,Offensive,6,0
Braves,748014,Offensive,7,0
Braves,748014,Offensive,8,2
Braves,748014,Offensive,9,0
Orioles,748018,Offensive,1,0
Orioles,748018,Offensive,2,1
Orioles,748018,Offensive,3,0
Orioles,748018,Offensive,4,0
Orioles,748018,Offensive,5,0
Orioles,748018,Offensive,6,0
Orioles,748018,Offensive,7,0
Orioles,748018,Offensive,8,0
Orioles,748018,Offensive,9,2
Yankees,748018,Offensive,1,4
Yankees,748018,Offensive,2,0
Yankees,748018,Offensive,3,0
Yankees,748018,Offensive,4,0
Yankees,748018,Offensive,5,0
Yankees,748018,Offensive,6,1
Yankees,748018,Offensive,7,0
Yankees,748018,Offensive,8,0
Yankees,748018,Offensive,9,0
Yankees,748010,Offensive,1,0
Yankees,748010,Offensive,2,0
Yankees,748010,Offensive,3,0
Yankees,748010,Offensive,4,0
Yankees,748010,Offensive,5,0
Yankees,748010,Offensive,6,0
Yankees,748010,Offensive,7,0
Yankees,748010,Offensive,8,2
Yankees,748010,Offensive,9,0
Phillies,748010,Offensive,1,0
Phillies,748010,Offensive,2,0
Phillies,748010,Offensive,3,0
Phillies,748010,Offensive,4,0
Phillies,748010,Offensive,5,0
Phillies,748010,Offensive,6,0
Phillies,748010,Offensive,7,0
Phillies,748010,Offensive,8,0
Phillies,748010,Offensive,9,1
Dodgers,748009,Offensive,1,0
Dodgers,748009,Offensive,2,0
Dodgers,748009,Offensive,3,0
Dodgers,748009,Offensive,4,0
Dodgers,748009,Offensive,5,0
Dodgers,748009,Offensive,6,1
Dodgers,748009,Offensive,7,0
Dodgers,748009,Offensive,8,0
Dodgers,748009,Offensive,9,0
Guardians,748009,Offensive,1,1
Guardians,748009,Offensive,2,0
Guardians,748009,Offensive,3,0
Guardians,748009,Offensive,4,3
Guardians,748009,Offensive,5,0
Guardians,748009,Offensive,6,0
Guardians,748009,Offensive,7,0
Guardians,748009,Offensive,8,1
Guardians,748009,Offensive,9,0
Giants,748008,Offensive,1,0
Giants,748008,Offensive,2,2
Giants,748008,Offensive,3,2
Giants,748008,Offensive,4,1
Giants,748008,Offensive,5,3
Giants,748008,Offensive,6,0
Giants,748008,Offensive,7,4
Giants,748008,Offensive,8,0
Giants,748008,Offensive,9,0
Royals,748008,Offensive,1,1
Royals,748008,Offensive,2,2
Royals,748008,Offensive,3,0
Royals,748008,Offensive,4,4
Royals,748008,Offensive,5,0
Royals,748008,Offensive,6,0
Royals,748008,Offensive,7,1
Royals,748008,Offensive,8,0
Royals,748008,Offensive,9,1
Rockies,748011,Offensive,1,3
Rockies,748011,Offensive,2,1
Rockies,748011,Offensive,3,0
Rockies,748011,Offensive,4,2
Rockies,748011,Offensive,5,0
Rockies,748011,Offensive,6,0
Rockies,748011,Offensive,7,1
Rockies,748011,Offensive,8,0
Rockies,748011,Offensive,9,0
White Sox,748011,Offensive,1,0
White Sox,748011,Offensive,2,0
White Sox,748011,Offensive,3,0
White Sox,748011,Offensive,4,2
White Sox,748011,Offensive,5,0
White Sox,748011,Offensive,6,0
White Sox,748011,Offensive,7,0
White Sox,748011,Offensive,8,0
White Sox,748011,Offensive,9,0
Athletics,748012,Offensive,1,0
Athletics,748012,Offensive,2,0
Athletics,748012,Offensive,3,1
Athletics,748012,Offensive,4,0
Athletics,748012,Offensive,5,3
Athletics,748012,Offensive,6,2
Athletics,748012,Offensive,7,0
Athletics,748012,Offensive,8,0
Athletics,748012,Offensive,9,0
D-backs,748012,Offensive,1,0
D-backs,748012,Offensive,2,0
D-backs,748012,Offensive,3,1
D-backs,748012,Offensive,4,0
D-backs,748012,Offensive,5,0
D-backs,748012,Offensive,6,0
D-backs,748012,Offensive,7,0
D-backs,748012,Offensive,8,0
D-backs,748012,Offensive,9,4
Padres,748007,Offensive,1,0
Padres,748007,Offensive,2,1
Padres,748007,Offensive,3,3
Padres,748007,Offensive,4,1
Padres,748007,Offensive,5,0
Padres,748007,Offensive,6,3
Padres,748007,Offensive,7,0
Padres,748007,Offensive,8,2
Padres,748007,Offensive,9,3
Mariners,748007,Offensive,1,0
Mariners,748007,Offensive,2,1
Mariners,748007,Offensive,3,0
Mariners,748007,Offensive,4,0
Mariners,748007,Offensive,5,2
Mariners,748007,Offensive,6,0
Mariners,748007,Offensive,7,0
Mariners,748007,Offensive,8,0
Mariners,748007,Offensive,9,0
Rangers,748006,Offensive,1,2
Rangers,748006,Offensive,2,0
Rangers,748006,Offensive,3,3
Rangers,748006,Offensive,4,3
Rangers,748006,Offensive,5,0
Rangers,748006,Offensive,6,5
Rangers,748006,Offensive,7,0
Rangers,748006,Offensive,8,2
Rangers,748006,Offensive,9,0
Angels,748006,Offensive,1,0
Angels,748006,Offensive,2,1
Angels,748006,Offensive,3,2
Angels,748006,Offensive,4,0
Angels,748006,Offensive,5,1
Angels,748006,Offensive,6,0
Angels,748006,Offensive,7,1
Angels,748006,Offensive,8,0
Angels,748006,Offensive,9,0
Marlins,748016,Offensive,1,0
Marlins,748016,Offensive,2,1
Marlins,748016,Offensive,3,0
Marlins,748016,Offensive,4,0
Marlins,748016,Offensive,5,0
Marlins,748016,Offensive,6,0
Marlins,748016,Offensive,7,0
Marlins,748016,Offensive,8,0
Marlins,748016,Offensive,9,0
Mets,748016,Offensive,1,0
Mets,748016,Offensive,2,0
Mets,748016,Offensive,3,0
Mets,748016,Offensive,4,0
Mets,748016,Offensive,5,0
Mets,748016,Offensive,6,0
Mets,748016,Offensive,7,0
Mets,748016,Offensive,8,0
Mets,748016,Offensive,9,0
Cardinals,748001,Offensive,1,2
Cardinals,748001,Offensive,2,0
Cardinals,748001,Offensive,3,1
Cardinals,748001,Offensive,4,3
Cardinals,748001,Offensive,5,0
Cardinals,748001,Offensive,6,0
Cardinals,748001,Offensive,7,1
Cardinals,748001,Offensive,8,0
Cardinals,748001,Offensive,9,1
Red Sox,748001,Offensive,1,2
Red Sox,748001,Offensive,2,0
Red Sox,748001,Offensive,3,1
Red Sox,748001,Offensive,4,2
Red Sox,748001,Offensive,5,0
Red Sox,748001,Offensive,6,0
Red Sox,748001,Offensive,7,0
Red Sox,748001,Offensive,8,0
Red Sox,748001,Offensive,9,1
Rays,748002,Offensive,1,0
Rays,748002,Offensive,2,0
Rays,748002,Offensive,3,0
Rays,748002,Offensive,4,1
Rays,748002,Offensive,5,0
Rays,748002,Offensive,6,0
Rays,748002,Offensive,7,2
Rays,748002,Offensive,8,1
Rays,748002,Offensive,9,4
Orioles,748002,Offensive,1,5
Orioles,748002,Offensive,2,3
Orioles,748002,Offensive,3,0
Orioles,748002,Offensive,4,0
Orioles,748002,Offensive,5,3
Orioles,748002,Offensive,6,0
Orioles,748002,Offensive,7,1
Orioles,748002,Offensive,8,0
Orioles,748002,Offensive,9,0
Twins,748003,Offensive,1,0
Twins,748003,Offensive,2,0
Twins,748003,Offensive,3,0
Twins,748003,Offensive,4,0
Twins,748003,Offensive,5,0
Twins,748003,Offensive,6,0
Twins,748003,Offensive,7,0
Twins,748003,Offensive,8,0
Twins,748003,Offensive,9,0
Tigers,748003,Offensive,1,0
Tigers,748003,Offensive,2,1
Tigers,748003,Offensive,3,0
Tigers,748003,Offensive,4,0
Tigers,748003,Offensive,5,0
Tigers,748003,Offensive,6,0
Tigers,748003,Offensive,7,0
Tigers,748003,Offensive,8,0
Tigers,748003,Offensive,9,0
Braves,748000,Offensive,1,0
Braves,748000,Offensive,2,0
Braves,748000,Offensive,3,0
Braves,748000,Offensive,4,1
Braves,748000,Offensive,5,0
Braves,748000,Offensive,6,0
Braves,748000,Offensive,7,0
Braves,748000,Offensive,8,0
Braves,748000,Offensive,9,0
Pirates,748000,Offensive,1,1
Pirates,748000,Offensive,2,0
Pirates,748000,Offensive,3,0
Pirates,748000,Offensive,4,0
Pirates,748000,Offensive,5,0
Pirates,748000,Offensive,6,4
Pirates,748000,Offensive,7,0
Pirates,748000,Offensive,8,0
Pirates,748000,Offensive,9,0
Yankees,747998,Offensive,1,1
Yankees,747998,Offensive,2,0
Yankees,747998,Offensive,3,0
Yankees,747998,Offensive,4,0
Yankees,747998,Offensive,5,0
Yankees,747998,Offensive,6,0
Yankees,747998,Offensive,7,0
Yankees,747998,Offensive,8,0
Yankees,747998,Offensive,9,0
Blue Jays,747998,Offensive,1,1
Blue Jays,747998,Offensive,2,0
Blue Jays,747998,Offensive,3,2
Blue Jays,747998,Offensive,4,0
Blue Jays,747998,Offensive,5,5
Blue Jays,747998,Offensive,6,0
Blue Jays,747998,Offensive,7,0
Blue Jays,747998,Offensive,8,0
Blue Jays,747998,Offensive,9,0
Astros,748005,Offensive,1,1
Astros,748005,Offensive,2,0
Astros,748005,Offensive,3,0
Astros,748005,Offensive,4,6
Astros,748005,Offensive,5,1
Astros,748005,Offensive,6,0
Astros,748005,Offensive,7,0
Astros,748005,Offensive,8,0
Astros,748005,Offensive,9,1
Marlins,748005,Offensive,1,1
Marlins,748005,Offensive,2,0
Marlins,748005,Offensive,3,0
Marlins,748005,Offensive,4,0
Marlins,748005,Offensive,5,0
Marlins,748005,Offensive,6,0
Marlins,748005,Offensive,7,0
Marlins,748005,Offensive,8,0
Marlins,748005,Offensive,9,0
Mariners,747995,Offensive,1,0
Mariners,747995,Offensive,2,0
Mariners,747995,Offensive,3,0
Mariners,747995,Offensive,4,0
Mariners,747995,Offensive,5,2
Mariners,747995,Offensive,6,0
Mariners,747995,Offensive,7,0
Mariners,747995,Offensive,8,0
Mariners,747995,Offensive,9,0
Athletics,747995,Offensive,1,0
Athletics,747995,Offensive,2,0
Athletics,747995,Offensive,3,1
Athletics,747995,Offensive,4,0
Athletics,747995,Offensive,5,2
Athletics,747995,Offensive,6,1
Athletics,747995,Offensive,7,0
Athletics,747995,Offensive,8,0
Athletics,747995,Offensive,9,0
Giants,747994,Offensive,1,0
Giants,747994,Offensive,2,0
Giants,747994,Offensive,3,0
Giants,747994,Offensive,4,0
Giants,747994,Offensive,5,0
Giants,747994,Offensive,6,0
Giants,747994,Offensive,7,0
Giants,747994,Offensive,8,0
Giants,747994,Offensive,9,4
Dodgers,747994,Offensive,1,0
Dodgers,747994,Offensive,2,0
Dodgers,747994,Offensive,3,0
Dodgers,747994,Offensive,4,0
Dodgers,747994,Offensive,5,4
Dodgers,747994,Offensive,6,2
Dodgers,747994,Offensive,7,0
Dodgers,747994,Offensive,8,0
Dodgers,747994,Offensive,9,0
Guardians,747996,Offensive,1,0
Guardians,747996,Offensive,2,0
Guardians,747996,Offensive,3,0
Guardians,747996,Offensive,4,0
Guardians,747996,Offensive,5,0
Guardians,747996,Offensive,6,2
Guardians,747996,Offensive,7,0
Guardians,747996,Offensive,8,1
Guardians,747996,Offensive,9,0
